23,27919
23,29171
23,29539
23,29711
23,31837
23,31861
23,32137
23,32767
23,33523
23,34067
23,34669
23,35113
23,35321
23,35563
23,35629
23,35659
23,35669
23,36043
23,36091
23,36673
23,37015
23,37051
23,37259
23,37367
23,38581
23,38665
23,38753
23,39095
23,39785
23,39823
29,26867
29,27613
29,28009
29,32891
29,34907
29,36043
29,36491
29,36767
29,37445
29,38753
29,39277
29,39995
31,26149
31,32113
31,33485
31,36265
31,37105
31,37219
31,37505
31,37925
31,38065
31,38171
31,38855
31,39515
31,39703
41,28429
41,28981
41,29261
41,30853
41,31117
41,32219
41,32737
41,33017
41,33367
41,34945
41,35113
41,35551
41,36127
41,36163
41,37055
41,37333
41,37675
41,37715
41,37867
41,39629
41,39785
41,39931
61,26629
61,27641
61,28771
61,29419
61,31571
61,31637
61,33077
61,33485
61,35113
61,35359
61,35405
61,35495
61,35605
61,36005
61,36763
61,36811
61,37355
61,37991
61,38065
61,38179
61,38285
61,39277
61,39639
71,27101
71,30721
71,31483
71,31661
71,32525
71,35113
71,35749
71,35885
71,36355
71,38353
71,39785
103,28153
103,30277
103,30769
103,31331
103,31357
103,31369
103,31837
103,32147
103,32893
103,33121
103,33733
103,33811
103,34831
103,35113
103,35317
103,35405
103,35929
103,36301
103,36871
103,37231
103,37999
103,38161
103,38315
103,38335
103,39257
103,39281
103,39593
103,39793
103,39999
131,28033
131,28327
131,28963
131,30007
131,32255
131,32513
131,32657
131,32681
131,33419
131,34229
131,34465
131,35369
131,36179
131,36725
131,36959
131,37037
131,37115
131,37805
131,38065
131,38503
131,38623
131,38665
131,38735
131,39205
163,28823
163,29227
163,29279
163,30217
163,30419
163,31021
163,31283
163,32227
163,32525
163,32581
163,32971
163,34237
163,34441
163,34541
163,35711
163,35929
163,36515
163,36661
163,37051
163,38417
163,38909
163,39065
163,39463
173,25537
173,27229
173,28681
173,28823
173,29377
173,29971
173,30229
173,31283
173,31633
173,32567
173,32599
173,32923
173,33497
173,33943
173,34411
173,34529
173,34771
173,35113
173,35435
173,35989
173,36025
173,36937
173,37169
173,37805
173,38081
173,38657
173,38909
173,39431
173,39785
173,39947
